Label,Probability_0,Probability_1
0,0.75741684,0.24258313
1,0.31318903,0.686811
0,0.9968839,0.003116069
0,0.9985328,0.0014672357
0,0.9999915,8.550651e-06
0,0.9883352,0.011664797
0,0.92879504,0.07120494
0,0.9999997,3.267726e-07
0,0.99999994,7.8587234e-08
0,0.9999958,4.145254e-06
0,0.7575217,0.24247831
0,0.99596983,0.0040301518
0,0.997465,0.0025349846
0,0.9850996,0.014900392
0,0.99999964,3.7120432e-07
0,0.78141254,0.21858744
0,0.719482,0.280518
0,0.9973498,0.002650197
1,0.45038128,0.5496187
0,0.99994373,5.624699e-05
0,0.99942744,0.0005725583
0,0.7958567,0.20414327
0,0.9008559,0.099144086
0,0.8171543,0.18284571
0,0.76792336,0.23207662
0,0.8818034,0.11819658
0,0.9999983,1.7519525e-06
0,0.9993031,0.0006969005
0,0.6769736,0.32302645
0,0.99999994,6.30216e-08
0,0.9999993,7.199338e-07
0,0.99999404,5.934837e-06
0,0.9953162,0.0046838075
0,0.99985754,0.00014247042
0,0.9993337,0.0006663145
0,0.99229,0.00770996
0,1.0,1.1819774e-11
1,0.33784074,0.66215926
0,0.99975777,0.00024223769
0,0.96609074,0.03390924
0,0.9998695,0.00013046502
0,0.95679927,0.043200713
0,0.9999763,2.3750134e-05
0,0.99919486,0.00080516207
0,0.98696345,0.01303653
0,0.9992959,0.00070411037
0,0.9979356,0.0020644227
0,0.999855,0.00014500887
0,1.0,2.8662817e-17
0,0.99995446,4.5558554e-05
0,0.9999988,1.1784358e-06
1,0.3151399,0.6848601
0,0.99999875,1.2359892e-06
0,0.58881414,0.4111859
0,0.99393576,0.0060642497
0,0.9999637,3.630041e-05
0,0.99999845,1.535424e-06
0,0.99999887,1.150661e-06
0,0.99999994,3.6714557e-08
0,0.9712263,0.028773738
0,1.0,1.5306657e-08
0,1.0,1.208753e-10
0,0.80399454,0.1960055
0,0.9992924,0.0007076164
0,0.9913445,0.00865548
0,1.0,1.5725573e-12
0,0.7245995,0.2754005
0,0.9999922,7.8168505e-06
0,0.99888057,0.0011194295
0,0.99864566,0.001354328
0,1.0,1.4243107e-10
0,1.0,3.1381517e-09
0,0.9956375,0.0043625315
0,0.9999888,1.12326015e-05
0,0.89683324,0.10316678
